ask,bid,due,emittent,ratio,strike,wkn,wkn_link
0.14,0.13,15.10.2018,UBS,0.1,10.5,UV515E,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV515E
1.74,1.71,15.03.2019,Vontobel Financial Products GmbH,1.0,10.5,VL9XD5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9XD5
1.71,1.67,15.03.2019,BNP Paribas,1.0,10.5,PP56DJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DJ
0.85,0.83,11.03.2019,CITI,1.0,12.6,CQ5WXS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXS
0.18,0.16,19.12.2018,HSBC,0.1,10.5,TR25SN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SN
0.21,0.19,19.06.2019,HSBC,0.1,10.5,TR25SY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SY
1.54,1.5,18.12.2018,BNP Paribas,1.0,10.5,PP56DE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DE
0.23,0.21,18.12.2019,HSBC,0.1,10.5,TR25T2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T2
0.19,0.18,17.06.2019,UBS,0.1,10.5,UV6KKQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKQ
0.19,0.17,13.03.2019,HSBC,0.1,10.5,TR25ST,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25ST
0.065,0.055,17.12.2018,CITI,0.1,12.7,CQ43PJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PJ
1.58,1.56,19.12.2018,HypoVereinsbank/UniCredit,1.0,10.4,HX17G4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17G4
0.21,0.17,21.12.2018,Société Générale S.A.,0.112,10.26,SE5TMH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE5TMH
0.19,0.18,10.12.2018,UBS,0.112,10.26,UW16QC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW16QC
1.74,1.72,13.03.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX17G2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17G2
1.68,1.66,21.12.2018,DZ Bank AG,1.0,10.25,DD507H,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507H
1.98,1.96,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.2,HX17Q1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17Q1
1.55,1.51,21.12.2018,BNP Paribas,1.0,10.5,PP56DG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DG
0.086,0.076,11.03.2019,UBS,0.1,12.5,UV6KKS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKS
2.47,2.45,20.03.2020,DZ Bank AG,1.0,10.0,DD52EQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EQ
2.1,2.08,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX15R2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R2
2.2,2.18,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.2,HX17PZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17PZ
2.3,2.28,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.0,HX17PY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17PY
1.84,1.82,21.12.2018,DZ Bank AG,1.0,10.0,DD52EE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EE
0.076,0.066,12.11.2018,UBS,0.1,12.0,UV53DX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV53DX
1.85,1.83,15.03.2019,DZ Bank AG,1.0,10.25,DD507K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507K
0.22,0.19,15.12.2021,HSBC,0.1,12.0,TR2HW6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HW6
2.09,2.07,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.0,HX17Q0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17Q0
1.09,1.0,13.03.2019,Deutsche Bank,1.0,12.0,DS1Y68,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y68
1.55,1.47,16.12.2019,CITI,1.0,12.0,CQ43SU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SU
1.87,1.85,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX15R4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R4
1.02,0.98,15.03.2019,BNP Paribas,1.0,12.0,PP56DM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DM
1.03,1.01,15.03.2019,Vontobel Financial Products GmbH,1.0,12.0,VL86HE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86HE
1.43,1.41,20.12.2019,DZ Bank AG,1.0,12.0,DD43NA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD43NA
1.04,1.02,13.03.2019,Société Générale S.A.,1.0,12.0,SC97V5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V5
2.24,2.22,20.09.2019,DZ Bank AG,1.0,10.0,DD52EL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EL
0.15,0.14,16.12.2019,CITI,0.1,12.0,CQ43SV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SV
1.17,1.14,21.06.2019,Vontobel Financial Products GmbH,1.0,12.0,VL86G8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86G8
0.84,0.82,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.0,HX04SA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04SA
0.087,0.077,17.12.2018,CITI,0.1,12.0,CQ43P5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P5
0.15,0.145,20.12.2019,Goldman Sachs,0.1,12.0,GM0LT0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GM0LT0
1.17,1.15,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.0,HX04MB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MB
1.08,1.0,11.03.2019,CITI,1.0,12.0,CQ43Q8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q8
0.86,0.84,19.12.2018,Société Générale S.A.,1.0,12.0,SC97V3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V3
0.21,0.19,16.06.2021,HSBC,0.1,12.0,TR2HW5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HW5
0.2,0.18,16.12.2020,HSBC,0.1,12.0,TR2HVZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HVZ
1.91,1.89,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.8,HX11P6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11P6
0.14,0.13,17.12.2018,UBS,0.1,10.8,UV504P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV504P
0.88,0.8,17.12.2018,CITI,1.0,12.0,CQ43P6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P6
1.52,1.51,13.03.2019,HypoVereinsbank/UniCredit,1.0,10.8,HX15EM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15EM
1.58,1.56,15.03.2019,DZ Bank AG,1.0,10.75,DD507M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507M
0.15,0.14,11.02.2019,UBS,0.1,10.8,UV6KKD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKD
1.41,1.39,21.12.2018,DZ Bank AG,1.0,10.75,DD5J5A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5J5A
1.6,1.58,17.12.2018,CITI,1.1204,10.71,CX5QGM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX5QGM
0.14,0.13,16.09.2019,CITI,0.1,12.0,CQ43S4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S4
0.27,0.25,16.12.2020,HSBC,0.112,10.71,TD6B07,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6B07
0.0,1.64,19.12.2018,Commerzbank AG,1.1204,10.71,CD87V4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD87V4
0.16,0.15,10.12.2018,UBS,0.112,10.71,UW19UF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW19UF
1.63,1.61,13.03.2019,HypoVereinsbank/UniCredit,1.0,10.6,HX15EL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15EL
2.0,1.98,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.6,HX15R3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R3
0.22,0.2,19.06.2019,HSBC,0.112,10.71,TD6B05,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6B05
1.28,1.19,19.06.2019,Deutsche Bank,1.0,12.0,DS1Y6C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6C
0.17,0.16,11.03.2019,UBS,0.1,10.5,UV6SS2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS2
0.0,0.0,15.06.2020,UBS,0.1,10.5,UV6Q0N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6Q0N
1.47,1.45,19.12.2018,HypoVereinsbank/UniCredit,1.0,10.6,HX15ES,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15ES
0.16,0.15,11.02.2019,UBS,0.1,10.5,UV6ECN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECN
0.12,0.11,17.06.2019,CITI,0.1,12.0,CQ43RP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RP
2.08,2.06,20.12.2019,DZ Bank AG,1.0,10.5,DD507Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507Q
0.18,0.17,13.05.2019,UBS,0.1,10.5,UV6SS0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS0
1.85,1.83,21.06.2019,DZ Bank AG,1.0,10.5,DD507N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507N
0.15,0.14,17.12.2018,UBS,0.1,10.5,UV5051,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV5051
1.97,1.95,20.09.2019,DZ Bank AG,1.0,10.5,DD507P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507P
0.15,0.14,12.11.2018,UBS,0.1,10.5,UV515D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV515D
1.56,1.53,21.12.2018,Vontobel Financial Products GmbH,1.0,10.5,VL9UU1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9UU1
1.57,1.55,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.0,HX11P9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11P9
1.43,1.41,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.0,HX15EN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15EN
1.77,1.75,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.6,HX15R5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R5
0.13,0.12,17.12.2018,UBS,0.1,11.0,UV6CMR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMR
0.0,0.0,15.06.2020,UBS,0.1,11.0,UV6NMH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6NMH
1.26,1.24,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.0,HX15EU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15EU
1.31,1.27,21.12.2018,Commerzbank AG,1.0,11.0,CA01MX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CA01MX
0.0,0.0,14.12.2020,UBS,0.1,10.5,UV6ECK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECK
1.48,1.45,15.03.2019,Vontobel Financial Products GmbH,1.0,11.0,VL9S19,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9S19
1.62,1.59,21.06.2019,Vontobel Financial Products GmbH,1.0,11.0,VL9S10,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9S10
0.096,0.086,11.02.2019,UBS,0.1,12.0,UV6KKE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKE
0.0,0.0,14.12.2020,UBS,0.1,11.0,UV6FHV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6FHV
0.14,0.13,11.02.2019,UBS,0.1,11.0,UV6MLH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6MLH
1.29,1.26,21.12.2018,Vontobel Financial Products GmbH,1.0,11.0,VL9S15,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9S15
1.71,1.69,15.03.2019,DZ Bank AG,1.0,10.5,DD507L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507L
1.84,1.82,20.12.2019,DZ Bank AG,1.0,11.0,DD6CJD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD6CJD
0.17,0.15,13.03.2019,HSBC,0.1,11.0,TR25SU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SU
1.82,1.8,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.0,HX11P7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11P7
0.27,0.24,15.12.2021,HSBC,0.1,11.0,TR25TA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25TA
0.24,0.22,16.12.2020,HSBC,0.1,11.0,TR25T9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T9
0.18,0.16,19.06.2019,HSBC,0.1,11.0,TR25SZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SZ
0.16,0.15,13.05.2019,UBS,0.1,11.0,UV6RML,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6RML
0.21,0.19,18.12.2019,HSBC,0.1,11.0,TR25T3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T3
1.98,1.96,20.03.2020,DZ Bank AG,1.0,11.0,DD5W42,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W42
0.12,0.11,12.11.2018,UBS,0.1,11.0,UV504Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV504Q
0.16,0.15,11.03.2019,UBS,0.1,10.8,UV6SRQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRQ
0.12,0.11,15.10.2018,UBS,0.1,10.8,UV6ABX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ABX
0.13,0.12,12.11.2018,UBS,0.1,10.8,UV5052,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV5052
0.17,0.13,21.12.2018,Société Générale S.A.,0.112,10.93,SE5TMJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE5TMJ
1.23,1.2,15.03.2019,Vontobel Financial Products GmbH,1.0,11.5,VL9R4R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9R4R
0.15,0.13,19.12.2018,HSBC,0.1,11.0,TR25SP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SP
0.22,0.2,17.06.2020,HSBC,0.1,11.0,TR25T8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T8
1.63,1.61,20.12.2019,DZ Bank AG,1.0,11.5,DD47AQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD47AQ
1.22,1.18,15.03.2019,BNP Paribas,1.0,11.5,PP56DL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DL
0.0,0.2,14.12.2020,UBS,0.1,11.5,UX3FV9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FV9
1.02,1.0,19.12.2018,Morgan Stanley & Co. International plc,1.0,11.5,MF4S54,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF4S54
0.1,0.094,17.12.2018,UBS,0.1,11.5,UV51UV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51UV
0.12,0.11,11.03.2019,UBS,0.1,11.5,UV6ECL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECL
1.05,1.01,21.12.2018,BNP Paribas,1.0,11.5,PR92LX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR92LX
1.04,1.02,21.12.2018,DZ Bank AG,1.0,11.5,DD1VHR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1VHR
0.14,0.13,14.01.2019,UBS,0.1,10.8,UV52VY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV52VY
1.51,1.49,20.09.2019,DZ Bank AG,1.0,11.5,DD47AP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD47AP
0.14,0.13,17.06.2019,UBS,0.1,11.5,UX3CCP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3CCP
0.0,0.18,15.06.2020,UBS,0.1,11.5,UX3FUX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FUX
0.19,0.17,18.12.2019,HSBC,0.1,11.5,TR25T4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T4
0.17,0.16,16.12.2019,UBS,0.1,11.5,UX3KLK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3KLK
1.38,1.36,21.06.2019,DZ Bank AG,1.0,11.5,DD1VHT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1VHT
1.05,1.01,18.12.2018,BNP Paribas,1.0,11.5,PP1GQP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQP
1.4,1.38,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.4,HX04M8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04M8
0.14,0.12,13.03.2019,HSBC,0.1,11.5,TR25SV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SV
0.16,0.14,19.06.2019,HSBC,0.1,11.5,TR25T0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T0
0.13,0.11,19.12.2018,HSBC,0.1,11.5,TR25SQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SQ
0.12,0.11,11.02.2019,UBS,0.1,11.4,UV6Q0Y,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6Q0Y
0.11,0.1,14.01.2019,UBS,0.1,11.4,UV537Y,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV537Y
0.11,0.099,17.12.2018,UBS,0.1,11.4,UV51V7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51V7
1.49,1.48,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX06TD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX06TD
0.11,0.1,11.03.2019,UBS,0.1,11.8,UV6JKA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6JKA
0.077,0.067,15.10.2018,UBS,0.1,11.8,UV6CN1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CN1
1.23,1.21,15.03.2019,DZ Bank AG,1.0,11.5,DD1VHS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1VHS
0.092,0.082,17.12.2018,UBS,0.1,11.8,UX3CD1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3CD1
1.11,1.09,15.03.2019,DZ Bank AG,1.0,11.75,DD5TTV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5TTV
0.97,0.89,17.12.2018,CITI,1.0,11.75,CQ43P4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P4
0.24,0.22,18.12.2019,HSBC,0.112,10.71,TD6JAJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6JAJ
0.0,1.16,19.12.2018,Commerzbank AG,1.1204,11.6,CD7DN4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD7DN4
0.94,0.92,21.12.2018,DZ Bank AG,1.0,11.75,DD47AN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD47AN
1.25,1.23,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.4,HX11N4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11N4
0.11,0.095,14.01.2019,UBS,0.1,11.6,UV55EZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV55EZ
0.1,0.09,17.12.2018,UBS,0.1,11.6,UV57ZF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV57ZF
0.092,0.082,12.11.2018,UBS,0.1,11.6,UV6CMQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMQ
1.31,1.3,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX04M9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04M9
0.093,0.083,15.10.2018,UBS,0.1,11.4,UV5053,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV5053
0.12,0.11,11.03.2019,UBS,0.1,11.6,UV6MLF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6MLF
0.11,0.1,11.02.2019,UBS,0.1,11.6,UV6SRS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRS
0.99,0.97,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.6,HX04S8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S8
1.57,1.55,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX0K4G,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX0K4G
1.17,1.15,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX04RZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04RZ
1.04,1.01,21.12.2018,Vontobel Financial Products GmbH,1.0,11.5,VL9R4N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9R4N
0.14,0.13,13.05.2019,UBS,0.1,11.5,UV6GFB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GFB
0.084,0.074,15.10.2018,UBS,0.1,11.6,UV6CMP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMP
1.77,1.75,20.03.2020,DZ Bank AG,1.0,11.5,DD5W43,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W43
1.38,1.35,21.06.2019,Vontobel Financial Products GmbH,1.0,11.5,VL9R4K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9R4K
1.46,1.38,16.12.2019,CITI,1.0,12.25,CQ43SW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SW
0.079,0.069,17.12.2018,CITI,0.1,12.25,CQ5WXK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXK
1.36,1.33,19.06.2019,Morgan Stanley & Co. International plc,1.0,11.5,MF48GZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF48GZ
0.096,0.086,11.03.2019,CITI,0.1,12.25,CQ43Q9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q9
1.27,1.25,18.09.2019,Société Générale S.A.,1.0,12.2,SC97WH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WH
0.12,0.11,17.06.2019,CITI,0.1,12.25,CQ43RR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RR
1.18,1.1,17.06.2019,CITI,1.0,12.25,CQ43RQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RQ
1.1,1.08,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.2,HX04MC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MC
1.36,1.34,18.12.2019,HypoVereinsbank/UniCredit,1.0,12.2,HX06TE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX06TE
0.11,0.1,14.01.2019,UBS,0.1,11.5,UV53E8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV53E8
0.93,0.92,15.03.2019,DZ Bank AG,1.0,12.25,DD5TTW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5TTW
0.096,0.086,11.03.2019,UBS,0.1,12.2,UV6FHW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6FHW
