ask,bid,due,emittent,ratio,strike,wkn,wkn_link,yr,yr2,yr4
0.85,0.84,21.12.2018,DZ Bank AG,1.0,12.0,DD1QTA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1QTA,12.85,13.7,15.4

0.2,0.18,16.12.2020,HSBC,0.1,12.0,TR2HVZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HVZ,14.0,16.0,20.0

0.0,1.18,19.12.2018,Commerzbank AG,1.1204,11.6,CD7DN4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD7DN4,11.6,11.6,11.6

0.94,0.93,21.12.2018,DZ Bank AG,1.0,11.75,DD47AN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD47AN,12.69,13.629999999999999,15.51

0.11,0.1,10.12.2018,UBS,0.112,11.6,UW10N3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW10N3,12.582142857142857,13.564285714285713,15.528571428571428

1.59,1.57,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX0K4G,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX0K4G,13.19,14.78,17.96

0.12,0.11,17.06.2019,CITI,0.1,12.0,CQ43RP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RP,13.2,14.4,16.8

1.01,1.0,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.6,HX04S8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S8,12.61,13.62,15.64

0.19,0.17,17.06.2020,HSBC,0.1,12.0,TR2HVY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HVY,13.9,15.8,19.6

1.29,1.2,19.06.2019,Deutsche Bank,1.0,12.0,DS1Y6C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6C,13.29,14.58,17.16

1.36,1.34,18.09.2019,Société Générale S.A.,1.0,12.0,SC97WF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WF,13.36,14.72,17.44

0.088,0.078,17.12.2018,CITI,0.1,12.0,CQ43P5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P5,12.879999999999999,13.76,15.52

1.37,1.35,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.2,HX11N3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11N3,12.57,13.94,16.68

1.18,1.16,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.0,HX04MB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MB,13.18,14.36,16.72

0.12,0.11,11.03.2019,UBS,0.1,11.6,UV6MLF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6MLF,12.799999999999999,14.0,16.4

1.19,1.17,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX04RZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04RZ,12.79,13.98,16.36

0.095,0.085,12.11.2018,UBS,0.1,11.6,UV6CMQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMQ,12.549999999999999,13.5,15.399999999999999

0.12,0.11,11.02.2019,UBS,0.1,11.6,UV6SRS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRS,12.799999999999999,14.0,16.4

1.34,1.32,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.6,HX04M9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04M9,12.94,14.28,16.96

0.11,0.1,14.01.2019,UBS,0.1,11.6,UV55EZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV55EZ,12.7,13.799999999999999,16.0

0.88,0.86,19.12.2018,Société Générale S.A.,1.0,12.0,SC97V3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V3,12.88,13.76,15.52

0.14,0.13,16.09.2019,CITI,0.1,12.0,CQ43S4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S4,13.4,14.8,17.6

0.14,0.12,13.03.2019,HSBC,0.1,11.5,TR25SV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SV,12.9,14.3,17.1

0.16,0.14,19.06.2019,HSBC,0.1,11.5,TR25T0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T0,13.1,14.7,17.9

1.06,1.04,13.03.2019,Société Générale S.A.,1.0,12.0,SC97V5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V5,13.06,14.120000000000001,16.240000000000002

0.15,0.14,16.12.2019,CITI,0.1,12.0,CQ43SV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SV,13.5,15.0,18.0

0.152,0.147,20.12.2019,Goldman Sachs,0.1,12.0,GM0LT0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GM0LT0,13.52,15.04,18.08

0.0,0.0,14.12.2020,UBS,0.1,10.5,UV6ECK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECK,10.5,10.5,10.5

0.1,0.094,17.12.2018,UBS,0.1,11.6,UV57ZF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV57ZF,12.6,13.6,15.6

1.19,1.16,21.06.2019,Vontobel Financial Products GmbH,1.0,12.0,VL86G8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86G8,13.19,14.379999999999999,16.759999999999998

1.55,1.47,16.12.2019,CITI,1.0,12.0,CQ43SU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SU,13.55,15.1,18.2

0.11,0.1,17.12.2018,CITI,0.1,11.5,CQ43P1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P1,12.6,13.7,15.899999999999999

1.05,1.03,15.03.2019,Vontobel Financial Products GmbH,1.0,12.0,VL86HE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86HE,13.05,14.1,16.2

1.09,1.01,17.12.2018,CITI,1.0,11.5,CQ43P2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P2,12.59,13.68,15.86

0.21,0.18,16.06.2021,HSBC,0.1,12.0,TR2HW5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HW5,14.1,16.2,20.4

0.092,0.082,15.10.2018,UBS,0.1,11.5,UV504R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV504R,12.42,13.34,15.18

1.08,1.05,21.12.2018,Vontobel Financial Products GmbH,1.0,11.5,VL9R4N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9R4N,12.58,13.66,15.82

1.45,1.44,20.12.2019,DZ Bank AG,1.0,12.0,DD43NA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD43NA,13.45,14.9,17.8

0.86,0.84,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.0,HX04SA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04SA,12.86,13.72,15.44

1.8,1.78,20.03.2020,DZ Bank AG,1.0,11.5,DD5W43,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W43,13.3,15.1,18.7

0.92,0.88,21.12.2018,Commerzbank AG,1.0,12.0,CV878N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV878N,12.92,13.84,15.68

1.26,1.23,15.03.2019,Vontobel Financial Products GmbH,1.0,11.5,VL9R4R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9R4R,12.76,14.02,16.54

1.04,1.0,15.03.2019,BNP Paribas,1.0,12.0,PP56DM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DM,13.04,14.08,16.16

0.18,0.16,18.12.2019,HSBC,0.1,11.5,TR25T4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T4,13.3,15.1,18.7

0.87,0.83,21.12.2018,BNP Paribas,1.0,12.0,PR5R2X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR5R2X,12.87,13.74,15.48

1.08,1.0,11.03.2019,CITI,1.0,12.0,CQ43Q8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q8,13.08,14.16,16.32

0.088,0.078,15.10.2018,UBS,0.1,11.6,UV6CMP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMP,12.48,13.36,15.12

0.073,0.063,15.10.2018,UBS,0.1,12.0,UV57ZH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV57ZH,12.73,13.459999999999999,14.92

0.1,0.086,19.12.2018,HSBC,0.1,12.0,TR25SR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SR,13.0,14.0,16.0

0.1,0.09,12.11.2018,UBS,0.1,11.5,UV526W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV526W,12.5,13.5,15.5

1.04,1.02,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.0,HX04S1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S1,13.04,14.08,16.16

0.89,0.81,17.12.2018,CITI,1.0,12.0,CQ43P6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P6,12.89,13.78,15.56

0.22,0.19,15.12.2021,HSBC,0.1,12.0,TR2HW6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HW6,14.2,16.4,20.799999999999997

0.88,0.86,21.12.2018,Vontobel Financial Products GmbH,1.0,12.0,VL86HB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86HB,12.88,13.76,15.52

0.11,0.098,17.12.2018,UBS,0.1,11.5,UV51UV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51UV,12.6,13.7,15.899999999999999

0.11,0.096,11.03.2019,UBS,0.1,12.0,UV6LLE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6LLE,13.1,14.2,16.4

1.18,1.16,19.06.2019,Morgan Stanley & Co. International plc,1.0,12.0,MF48H0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF48H0,13.18,14.36,16.72

0.093,0.083,14.01.2019,UBS,0.1,12.0,UV56KF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV56KF,12.93,13.86,15.719999999999999

0.14,0.13,13.05.2019,UBS,0.1,11.5,UV6GFB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GFB,12.9,14.3,17.1

1.6,1.58,20.03.2020,DZ Bank AG,1.0,12.0,DD5W44,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W44,13.6,15.2,18.4

1.41,1.33,16.09.2019,CITI,1.0,12.0,CQ43S5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S5,13.41,14.82,17.64

0.1,0.09,11.02.2019,UBS,0.1,12.0,UV6KKE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKE,13.0,14.0,16.0

0.079,0.069,12.11.2018,UBS,0.1,12.0,UV53DX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV53DX,12.79,13.58,15.16

0.13,0.12,11.03.2019,UBS,0.1,11.5,UV6ECL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECL,12.8,14.1,16.7

1.84,1.82,16.12.2020,HypoVereinsbank/UniCredit,1.0,12.0,HW4HAZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HAZ,13.84,15.68,19.36

0.12,0.11,13.05.2019,UBS,0.1,12.0,UV6NMG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6NMG,13.2,14.4,16.8

0.0,0.16,15.06.2020,UBS,0.1,12.0,UX3MN0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3MN0,12.0,12.0,12.0

0.126,0.121,21.06.2019,Goldman Sachs,0.1,12.0,GD6SM6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SM6,13.26,14.52,17.04

0.94,0.92,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.8,HX04S9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S9,12.74,13.68,15.56

1.32,1.31,20.09.2019,DZ Bank AG,1.0,12.0,DD1550,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1550,13.32,14.64,17.28

1.26,1.24,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX04MA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MA,13.06,14.32,16.84

0.08,0.07,15.10.2018,UBS,0.1,11.8,UV6CN1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CN1,12.600000000000001,13.4,15.0

1.51,1.49,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX06TD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX06TD,13.31,14.82,17.84

0.11,0.1,11.03.2019,UBS,0.1,11.8,UV6JKA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6JKA,12.9,14.0,16.2

0.1,0.091,14.01.2019,UBS,0.1,11.8,UV515B,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV515B,12.8,13.8,15.8

0.11,0.097,11.02.2019,UBS,0.1,11.8,UV6LM0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6LM0,12.9,14.0,16.2

0.087,0.077,12.11.2018,UBS,0.1,11.8,UV54J4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV54J4,12.67,13.540000000000001,15.280000000000001

1.2,1.16,21.06.2019,BNP Paribas,1.0,12.0,PP1GQ1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQ1,13.2,14.4,16.8

1.11,1.09,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX04S0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S0,12.91,14.020000000000001,16.240000000000002

0.065,0.055,15.10.2018,UBS,0.1,12.2,UV51UX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51UX,12.85,13.5,14.799999999999999

0.82,0.74,17.12.2018,CITI,1.0,12.2,CQ43PA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PA,13.02,13.84,15.479999999999999

0.081,0.071,17.12.2018,CITI,0.1,12.2,CQ43P9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P9,13.01,13.819999999999999,15.44

1.45,1.43,18.12.2019,Société Générale S.A.,1.0,12.2,SC97WR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WR,13.649999999999999,15.1,18.0

0.96,0.94,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.2,HX04S2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S2,13.16,14.12,16.04

1.15,1.13,19.06.2019,Société Générale S.A.,1.0,12.2,SC97V8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V8,13.35,14.5,16.799999999999997

0.086,0.076,14.01.2019,UBS,0.1,12.2,UV6BMA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6BMA,13.059999999999999,13.919999999999998,15.639999999999999

1.03,1.02,15.03.2019,DZ Bank AG,1.0,12.0,DD1QTC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1QTC,13.03,14.06,16.12

0.098,0.088,11.03.2019,UBS,0.1,12.2,UV6FHW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6FHW,13.18,14.16,16.119999999999997

0.081,0.071,17.12.2018,UBS,0.1,12.2,UX3PBX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3PBX,13.01,13.819999999999999,15.44

1.28,1.26,18.09.2019,Société Générale S.A.,1.0,12.2,SC97WH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WH,13.479999999999999,14.76,17.32

1.19,1.17,19.06.2019,Société Générale S.A.,1.0,12.1,SC97V7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V7,13.29,14.48,16.86

0.86,0.78,17.12.2018,CITI,1.0,12.1,CQ43P8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P8,12.959999999999999,13.82,15.54

1.53,1.51,18.12.2019,Société Générale S.A.,1.0,12.1,SC97WQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WQ,13.629999999999999,15.16,18.22

0.085,0.075,17.12.2018,CITI,0.1,12.1,CQ43P7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P7,12.95,13.799999999999999,15.5

0.15,0.14,16.12.2019,UBS,0.1,12.0,UX3HXP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3HXP,13.5,15.0,18.0

1.11,1.09,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.2,HX04MC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MC,13.309999999999999,14.42,16.64

1.32,1.3,18.09.2019,Société Générale S.A.,1.0,12.1,SC97WG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WG,13.42,14.74,17.38

0.85,0.82,19.12.2018,Morgan Stanley & Co. International plc,1.0,12.0,MF2YW6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YW6,12.85,13.7,15.4

0.072,0.062,12.11.2018,UBS,0.1,12.2,UV52VZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV52VZ,12.92,13.639999999999999,15.079999999999998

0.12,0.1,13.03.2019,HSBC,0.1,12.0,TR25SW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SW,13.2,14.4,16.8

0.86,0.82,18.12.2018,BNP Paribas,1.0,12.0,PP0BXE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXE,12.86,13.72,15.44

0.088,0.078,17.12.2018,UBS,0.1,12.0,UX3FUW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FUW,12.879999999999999,13.76,15.52

0.088,0.083,21.12.2018,Goldman Sachs,0.1,12.0,GD7CP1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD7CP1,12.879999999999999,13.76,15.52

1.2,1.16,18.06.2019,BNP Paribas,1.0,12.0,PP1GQQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQQ,13.2,14.4,16.8

0.12,0.11,17.06.2019,UBS,0.1,12.0,UX3FV8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FV8,13.2,14.4,16.8

1.98,1.97,21.12.2018,DZ Bank AG,1.0,9.8,DD52ED,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52ED,11.780000000000001,13.760000000000002,17.72

2.27,2.25,21.06.2019,DZ Bank AG,1.0,9.8,DD52EH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EH,12.07,14.34,18.880000000000003

2.12,2.1,15.12.2021,HypoVereinsbank/UniCredit,1.0,12.0,HW4HC0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HC0,14.120000000000001,16.240000000000002,20.48

0.14,0.12,19.06.2019,HSBC,0.1,12.0,TR25T1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T1,13.4,14.8,17.6

2.38,2.36,20.09.2019,DZ Bank AG,1.0,9.8,DD52EK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EK,12.18,14.56,19.32

0.0,2.29,19.12.2018,Commerzbank AG,1.1204,9.8176,CD8CPD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD8CPD,9.8176,9.8176,9.8176

0.092,0.082,11.02.2019,UBS,0.1,12.2,UV6GEU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GEU,13.12,14.04,15.879999999999999

2.13,2.11,21.12.2018,DZ Bank AG,1.0,9.6,DD556T,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD556T,11.73,13.86,18.119999999999997

2.5,2.48,20.12.2019,DZ Bank AG,1.0,9.8,DD52EM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EM,12.3,14.8,19.8

2.61,2.59,20.12.2019,DZ Bank AG,1.0,9.6,DD556X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD556X,12.209999999999999,14.82,20.04

2.15,2.13,15.03.2019,DZ Bank AG,1.0,9.8,DD52EF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EF,11.950000000000001,14.100000000000001,18.4

2.15,2.14,21.06.2019,DZ Bank AG,1.0,10.0,DD52EJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EJ,12.15,14.3,18.6

0.17,0.15,18.12.2019,HSBC,0.1,12.0,TR25T5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T5,13.7,15.4,18.8

0.19,0.18,13.05.2019,UBS,0.1,10.5,UV6SS0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS0,12.4,14.3,18.1

0.0,0.0,15.06.2020,UBS,0.1,10.5,UV6Q0N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6Q0N,10.5,10.5,10.5

0.16,0.15,17.12.2018,UBS,0.1,10.5,UV5051,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV5051,12.1,13.7,16.9

1.89,1.85,21.12.2018,BNP Paribas,1.0,10.0,PP65PU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP65PU,11.89,13.78,17.56

0.18,0.16,19.12.2018,HSBC,0.1,10.5,TR25SN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SN,12.3,14.1,17.7

0.21,0.19,19.06.2019,HSBC,0.1,10.5,TR25SY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SY,12.6,14.7,18.9

0.18,0.17,11.03.2019,UBS,0.1,10.5,UV6SS2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS2,12.3,14.1,17.7

1.6,1.57,21.12.2018,Vontobel Financial Products GmbH,1.0,10.5,VL9UU1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9UU1,12.1,13.7,16.9

0.23,0.21,18.12.2019,HSBC,0.1,10.5,TR25T2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T2,12.8,15.1,19.7

1.77,1.76,13.03.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX17G2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17G2,12.17,13.940000000000001,17.48

1.91,1.89,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX15R4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R4,12.31,14.22,18.04

2.61,2.59,20.03.2020,DZ Bank AG,1.0,9.8,DD52EP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EP,12.41,15.02,20.240000000000002

1.57,1.53,21.12.2018,BNP Paribas,1.0,10.5,PP56DG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DG,12.07,13.64,16.78

1.87,1.85,15.03.2019,DZ Bank AG,1.0,10.25,DD507K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507K,12.120000000000001,13.99,17.73

1.7,1.68,21.12.2018,DZ Bank AG,1.0,10.25,DD507H,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507H,11.95,13.65,17.05

2.13,2.11,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.4,HX15R2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX15R2,12.530000000000001,14.66,18.92

0.21,0.17,21.12.2018,Société Générale S.A.,0.112,10.26,SE5TMH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE5TMH,12.135,14.01,17.759999999999998

2.02,2.0,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.2,HX17Q1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17Q1,12.219999999999999,14.239999999999998,18.28

0.13,0.12,17.12.2018,UBS,0.1,11.0,UV6CMR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CMR,12.3,13.6,16.2

2.13,2.11,19.06.2019,HypoVereinsbank/UniCredit,1.0,10.0,HX17Q0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17Q0,12.129999999999999,14.26,18.52

0.244,0.239,20.12.2019,Goldman Sachs,0.1,10.0,GM0LSY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GM0LSY,12.44,14.879999999999999,19.759999999999998

2.5,2.48,20.03.2020,DZ Bank AG,1.0,10.0,DD52EQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EQ,12.5,15.0,20.0

1.88,1.84,18.12.2018,BNP Paribas,1.0,10.0,PP65PR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP65PR,11.879999999999999,13.76,17.52

2.26,2.25,20.09.2019,DZ Bank AG,1.0,10.0,DD52EL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EL,12.26,14.52,19.04

