ask,bid,due,emittent,ratio,strike,wkn,wkn_link
0.13,0.12,16.12.2019,CITI,0.1,16.25,CQ0J02,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J02
0.73,0.71,13.03.2019,Société Générale S.A.,1.0,16.3,SC2EVH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EVH
0.96,0.94,19.06.2019,Société Générale S.A.,1.0,16.0,SC300U,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300U
0.086,0.076,13.03.2019,Commerzbank AG,0.1,16.0,CV03NG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV03NG
0.59,0.55,19.12.2018,Commerzbank AG,1.0,16.0,CE919X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CE919X
0.14,0.13,20.12.2019,Commerzbank AG,0.1,16.0,CV1TXN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV1TXN
0.0,0.0,21.06.2019,Raiffeisen Centrobank AG,0.1,16.0,RC0MVE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/RC0MVE
0.18,0.16,16.12.2020,HSBC,0.1,16.0,TD8Q4Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q4Z
1.29,1.27,16.12.2019,CITI,1.0,16.25,CQ0J03,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J03
0.93,0.91,21.06.2019,DZ Bank AG,1.0,16.0,DD0KZH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KZH
0.099,0.089,19.06.2019,Commerzbank AG,0.1,16.0,CE9GHP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CE9GHP
0.073,0.057,19.12.2018,HSBC,0.1,16.0,TD8Q45,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q45
0.61,0.59,19.12.2018,Société Générale S.A.,1.0,16.0,SC4W08,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W08
0.22,0.19,15.12.2021,HSBC,0.1,16.0,TD8Q54,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q54
0.19,0.18,14.12.2020,UBS,0.1,16.0,UW8C98,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8C98
0.16,0.14,17.06.2020,HSBC,0.1,16.0,TD8Q4U,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q4U
0.1,0.09,17.06.2019,UBS,0.1,16.0,UW8BYQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8BYQ
0.062,0.052,17.12.2018,CITI,0.1,16.0,CY23VG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VG
0.097,0.081,19.06.2019,HSBC,0.1,16.0,TD8Q4L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q4L
0.068,0.058,14.01.2019,UBS,0.1,16.0,UV2XNE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2XNE
0.14,0.13,16.12.2019,CITI,0.1,16.0,CQ0J00,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J00
0.049,0.039,15.10.2018,UBS,0.1,16.0,UV06M9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06M9
1.27,1.25,20.12.2019,DZ Bank AG,1.0,16.0,DD3X28,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD3X28
0.96,0.92,18.06.2019,BNP Paribas,1.0,16.0,PP1GQU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQU
0.66,0.64,17.12.2018,CITI,1.0,15.7,CQ18ME,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18ME
1.14,1.12,18.09.2019,Société Générale S.A.,1.0,16.0,SC6M50,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M50
1.08,1.06,17.06.2019,CITI,1.0,15.7,CQ18QX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QX
0.54,0.52,17.12.2018,CITI,1.0,16.3,CQ18MQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MQ
0.068,0.058,17.12.2018,CITI,0.1,15.7,CQ18MF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MF
0.14,0.13,16.12.2019,CITI,0.1,15.7,CQ18UC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UC
0.13,0.12,16.12.2019,UBS,0.1,16.0,UW8WQT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8WQT
0.11,0.1,17.06.2019,CITI,0.1,15.7,CQ18QW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QW
0.089,0.069,21.12.2018,BNP Paribas,0.112,15.62,PR08VP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR08VP
1.29,1.27,18.09.2019,Société Générale S.A.,1.0,15.7,SC64S6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64S6
0.077,0.067,17.12.2018,CITI,0.112,15.62,CX4Q3D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q3D
0.16,0.15,15.06.2020,UBS,0.1,16.0,UW90X1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW90X1
1.5,1.42,16.12.2019,CITI,1.0,15.6,CQ18UB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UB
0.15,0.14,16.12.2019,CITI,0.1,15.6,CQ18UA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UA
0.7,0.68,19.12.2018,Société Générale S.A.,1.0,15.6,SC4W04,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W04
1.07,1.05,19.06.2019,Société Générale S.A.,1.0,15.6,SC300Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300Q
0.69,0.67,17.12.2018,CITI,1.0,15.6,CQ18MC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MC
1.31,1.29,18.09.2019,Société Générale S.A.,1.0,15.6,SC64S5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64S5
0.063,0.053,12.11.2018,UBS,0.1,15.6,UV0ZBB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0ZBB
0.13,0.11,18.12.2019,HSBC,0.1,16.0,TD8Q4Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q4Q
0.89,0.87,13.03.2019,Société Générale S.A.,1.0,15.6,SC2EVF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EVF
0.98,0.95,21.06.2019,Vontobel Financial Products GmbH,1.0,16.0,VL6UPN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL6UPN
0.87,0.86,13.03.2019,HypoVereinsbank/UniCredit,1.0,15.6,HW9EDV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EDV
0.056,0.046,15.10.2018,UBS,0.1,15.6,UV01A4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV01A4
1.05,1.03,19.06.2019,HypoVereinsbank/UniCredit,1.0,15.6,HW73F3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F3
0.081,0.071,11.03.2019,UBS,0.1,16.0,UV2FVJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2FVJ
0.0,0.0,19.06.2019,Deutsche Bank,1.0,16.0,DM9P5Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM9P5Q
0.07,0.06,17.12.2018,CITI,0.1,15.6,CQ18MD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MD
0.0,0.0,13.03.2019,Deutsche Bank,1.0,16.0,DM8VZP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM8VZP
0.78,0.74,15.03.2019,BNP Paribas,1.0,16.0,PP2442,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP2442
0.075,0.065,11.02.2019,UBS,0.1,16.0,UV2X6R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2X6R
0.96,0.92,21.06.2019,BNP Paribas,1.0,16.0,PP1GQ5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQ5
1.01,0.99,17.06.2019,CITI,1.0,16.0,CY7ZLR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZLR
0.11,0.097,18.09.2019,HSBC,0.1,16.0,TD9CRH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD9CRH
1.44,1.42,16.12.2019,CITI,1.0,15.7,CQ18UD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UD
0.133,0.128,20.12.2019,Goldman Sachs,0.1,16.0,GM0LTN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GM0LTN
0.16,0.14,18.03.2020,HSBC,0.1,16.0,TR061A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR061A
0.95,0.93,19.06.2019,HypoVereinsbank/UniCredit,1.0,16.0,HW73F5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F5
0.17,0.16,19.06.2020,Commerzbank AG,0.1,16.0,CV6G7J,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV6G7J
1.35,1.33,16.12.2019,CITI,1.0,16.0,CQ0J01,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J01
0.82,0.79,15.03.2019,Vontobel Financial Products GmbH,1.0,16.0,VL6UTZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL6UTZ
1.4,1.38,18.12.2019,Société Générale S.A.,1.0,16.0,SC8E70,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC8E70
0.62,0.6,17.12.2018,CITI,1.0,15.9,CQ18MK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MK
0.68,0.66,19.12.2018,Société Générale S.A.,1.0,15.7,SC4W05,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W05
1.38,1.36,16.12.2019,CITI,1.0,15.9,CQ18UG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UG
0.78,0.76,13.03.2019,HypoVereinsbank/UniCredit,1.0,16.0,HW9EDX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EDX
1.03,1.01,17.06.2019,CITI,1.0,15.9,CQ18R0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R0
1.23,1.21,18.09.2019,Société Générale S.A.,1.0,15.9,SC64S8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64S8
0.0,0.0,21.06.2019,Raiffeisen Centrobank AG,0.1,15.5,RC0M4B,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/RC0M4B
1.34,1.32,18.09.2019,Société Générale S.A.,1.0,15.5,SC6M5Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5Z
0.14,0.13,16.12.2019,UBS,0.1,15.5,UW8KN9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8KN9
0.63,0.61,19.12.2018,Société Générale S.A.,1.0,15.9,SC4W07,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W07
0.11,0.1,17.06.2019,CITI,0.1,15.5,CY7ZLN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZLN
0.74,0.71,21.12.2018,Vontobel Financial Products GmbH,1.0,15.5,VL2HLG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL2HLG
0.92,0.9,13.03.2019,Société Générale S.A.,1.0,15.5,SC2EZX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZX
0.72,0.7,19.12.2018,Société Générale S.A.,1.0,15.5,SC4W03,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W03
0.1,0.09,17.06.2019,CITI,0.1,15.9,CQ18R1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R1
0.73,0.66,19.12.2018,Morgan Stanley & Co. International plc,1.0,15.5,MF2YYB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YYB
0.074,0.064,17.12.2018,UBS,0.1,15.5,UW6032,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW6032
1.14,1.12,17.06.2019,CITI,1.0,15.5,CY7ZLM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZLM
0.71,0.67,18.12.2018,BNP Paribas,1.0,15.5,PP0BXM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXM
1.11,1.09,19.06.2019,Société Générale S.A.,1.0,15.5,SC300P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300P
0.11,0.1,17.06.2019,UBS,0.1,15.5,UW80PN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW80PN
0.23,0.19,21.12.2018,Raiffeisen Centrobank AG,0.1,15.5,RC0M4E,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/RC0M4E
0.71,0.69,17.12.2018,CITI,1.0,15.5,CY23VB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VB
0.82,0.8,13.03.2019,Société Générale S.A.,1.0,15.9,SC2EZZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZZ
0.11,0.09,15.03.2019,DZ Bank AG,0.1,15.5,DGV7DJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DGV7DJ
0.072,0.062,17.12.2018,CITI,0.1,15.5,CY23VC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VC
0.0,0.0,19.06.2019,Deutsche Bank,1.0,15.5,DM9P5P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM9P5P
0.088,0.068,21.12.2018,DZ Bank AG,0.1,15.5,DGV7C3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DGV7C3
0.9,0.86,15.03.2019,BNP Paribas,1.0,15.5,PP3FH6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP3FH6
0.21,0.2,16.12.2019,UBS,0.1,13.5,UW9TVT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW9TVT
1.4,1.38,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.4,HW4DGC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4DGC
1.83,1.81,19.06.2019,Société Générale S.A.,1.0,13.4,SC30X0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30X0
0.15,0.14,16.12.2019,CITI,0.1,15.5,CQ0HZW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZW
0.087,0.077,11.02.2019,UBS,0.1,15.5,UV2VVC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2VVC
0.14,0.13,16.12.2019,CITI,0.1,15.9,CQ18UH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UH
0.055,0.045,12.11.2018,UBS,0.1,16.0,UV06R1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06R1
2.11,2.09,18.12.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW9ZA9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZA9
1.64,1.62,13.03.2019,Société Générale S.A.,1.0,13.4,SC30Z4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z4
1.61,1.59,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW9Z4L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4L
1.78,1.76,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW73ES,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73ES
0.16,0.15,10.12.2018,UBS,0.112,13.39,UT986A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UT986A
0.17,0.15,19.12.2018,HSBC,0.112,13.39,TD75RY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD75RY
2.07,2.05,18.09.2019,Société Générale S.A.,1.0,13.4,SC64SN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SN
0.14,0.13,17.12.2018,UBS,0.1,13.4,UW83DM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW83DM
0.16,0.15,17.12.2018,CITI,0.112,13.39,CX4Q2W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q2W
1.43,1.41,19.12.2018,Société Générale S.A.,1.0,13.4,SC5DDD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDD
0.0,1.51,21.12.2018,Vontobel Financial Products GmbH,1.1204,13.39,VN1FQT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VN1FQT
1.23,1.21,20.09.2019,DZ Bank AG,1.0,15.5,DD1557,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1557
1.6,1.58,13.03.2019,Société Générale S.A.,1.0,13.5,SC3XTF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3XTF
0.08,0.07,14.01.2019,UBS,0.1,15.5,UV2X72,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2X72
1.05,1.03,21.06.2019,DZ Bank AG,1.0,15.5,DD0KZG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KZG
1.52,1.44,16.12.2019,CITI,1.0,15.5,CQ0HZX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZX
0.094,0.084,11.03.2019,UBS,0.1,15.5,UV2KMY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2KMY
0.2,0.19,14.12.2020,UBS,0.1,15.5,UW8A16,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8A16
0.17,0.15,21.12.2018,BNP Paribas,0.112,13.39,PR08VJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR08VJ
1.09,1.06,21.06.2019,Vontobel Financial Products GmbH,1.0,15.5,VL64TV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL64TV
1.54,1.52,18.12.2019,Société Générale S.A.,1.0,15.5,SC8E7Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC8E7Z
0.077,0.067,17.12.2018,UBS,0.1,15.4,UW602Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW602Q
0.066,0.056,12.11.2018,UBS,0.1,15.5,UV0509,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0509
0.058,0.048,15.10.2018,UBS,0.1,15.5,UV0XE7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0XE7
0.0,1.58,19.12.2018,Commerzbank AG,1.1204,13.39,CD76VR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD76VR
0.12,0.11,17.06.2019,CITI,0.1,15.4,CQ18QS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QS
0.15,0.14,16.12.2019,CITI,0.1,15.4,CQ18U9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18U9
1.13,1.11,19.06.2019,Société Générale S.A.,1.0,15.4,SC300N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300N
0.75,0.73,19.12.2018,Société Générale S.A.,1.0,15.4,SC4W02,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W02
0.95,0.93,13.03.2019,Société Générale S.A.,1.0,15.4,SC2EZW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZW
0.94,0.91,15.03.2019,Vontobel Financial Products GmbH,1.0,15.5,VL64UJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL64UJ
0.075,0.065,17.12.2018,CITI,0.1,15.4,CQ18MB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MB
0.93,0.91,13.03.2019,HypoVereinsbank/UniCredit,1.0,15.4,HW9EDU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EDU
0.061,0.051,15.10.2018,UBS,0.1,15.4,UV0XDV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0XDV
1.37,1.35,18.09.2019,Société Générale S.A.,1.0,15.4,SC64S4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64S4
1.55,1.47,16.12.2019,CITI,1.0,15.4,CQ18U8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18U8
1.4,1.38,20.12.2019,DZ Bank AG,1.0,15.5,DD3X27,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD3X27
1.05,1.03,13.03.2019,Société Générale S.A.,1.0,15.0,SC2EZS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZS
1.1,1.08,19.06.2019,HypoVereinsbank/UniCredit,1.0,15.4,HW73F2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F2
0.0,0.0,13.03.2019,Deutsche Bank,1.0,15.5,DM8VZN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM8VZN
0.128,0.123,21.06.2019,Goldman Sachs,0.1,15.0,GD6SN8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SN8
1.42,1.41,18.12.2019,HypoVereinsbank/UniCredit,1.0,15.4,HW8YC6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YC6
0.1,0.08,21.12.2018,DZ Bank AG,0.1,15.0,DGV7C2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DGV7C2
0.085,0.075,17.12.2018,CITI,0.1,15.0,CY23V7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23V7
1.17,1.15,17.06.2019,CITI,1.0,15.4,CQ18QT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QT
0.97,0.95,13.03.2019,Société Générale S.A.,1.0,15.3,SC2EZV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZV
0.85,0.78,19.12.2018,Morgan Stanley & Co. International plc,1.0,15.0,MF2YY6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YY6
1.2,1.18,17.06.2019,CITI,1.0,15.3,CQ18QQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QQ
0.76,0.74,17.12.2018,CITI,1.0,15.3,CQ18M8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18M8
1.16,1.14,19.06.2019,Société Générale S.A.,1.0,15.3,SC300M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300M
0.077,0.067,17.12.2018,CITI,0.1,15.3,CQ18M9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18M9
0.16,0.15,16.12.2019,CITI,0.1,15.3,CQ18U7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18U7
0.12,0.11,17.06.2019,CITI,0.1,15.3,CQ18QR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QR
0.082,0.062,21.12.2018,BNP Paribas,0.112,15.89,PR10DQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR10DQ
0.064,0.054,17.12.2018,CITI,0.1,15.9,CQ18MJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MJ
1.0,0.98,19.06.2019,Société Générale S.A.,1.0,15.9,SC300T,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300T
0.067,0.057,17.12.2018,UBS,0.1,15.8,UW7ZQ7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7ZQ7
0.071,0.061,17.12.2018,CITI,0.112,15.84,CX600Y,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX600Y
1.58,1.5,16.12.2019,CITI,1.0,15.3,CQ18U6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18U6
0.73,0.71,17.12.2018,CITI,1.0,15.4,CQ18MA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MA
0.64,0.62,19.12.2018,HypoVereinsbank/UniCredit,1.0,15.8,HW40CT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW40CT
1.06,1.04,17.06.2019,CITI,1.0,15.8,CQ18QZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18QZ
1.26,1.24,18.09.2019,Société Générale S.A.,1.0,15.8,SC64S7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64S7
1.0,0.98,19.06.2019,HypoVereinsbank/UniCredit,1.0,15.8,HW73F4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F4
1.31,1.3,18.12.2019,HypoVereinsbank/UniCredit,1.0,15.8,HW8YC8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YC8
