ask,bid,due,emittent,ratio,strike,wkn,wkn_link
0.058,0.048,14.01.2019,UBS,0.1,16.5,UV2VDA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2VDA
1.08,1.06,18.09.2019,Société Générale S.A.,1.0,16.5,SC6M51,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M51
0.92,0.9,19.06.2019,Société Générale S.A.,1.0,16.2,SC300W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300W
0.0,0.0,19.06.2019,Deutsche Bank,1.0,16.5,DM9P5R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM9P5R
0.57,0.55,19.12.2018,Société Générale S.A.,1.0,16.2,SC4W1A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1A
1.27,1.25,18.12.2019,Société Générale S.A.,1.0,16.5,SC8E71,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC8E71
1.14,1.12,20.12.2019,DZ Bank AG,1.0,16.5,DD3X29,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD3X29
0.071,0.061,11.03.2019,UBS,0.1,16.5,UV2PEJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2PEJ
0.87,0.85,21.06.2019,Vontobel Financial Products GmbH,1.0,16.5,VL6UP3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL6UP3
0.088,0.078,17.06.2019,UBS,0.1,16.5,UW8YH3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8YH3
0.15,0.14,15.06.2020,UBS,0.1,16.5,UW90WP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW90WP
0.045,0.035,15.10.2018,UBS,0.1,16.2,UV03KJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV03KJ
0.051,0.041,12.11.2018,UBS,0.1,16.2,UV04NX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV04NX
1.16,1.14,18.09.2019,Société Générale S.A.,1.0,16.2,SC64TA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TA
0.096,0.086,17.06.2019,CITI,0.1,16.2,CQ18R4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R4
0.058,0.048,17.12.2018,CITI,0.1,16.2,CQ18MN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MN
1.23,1.21,16.12.2019,CITI,1.0,16.5,CQ0J04,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J04
0.75,0.73,13.03.2019,Société Générale S.A.,1.0,16.2,SC2EZ2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ2
0.56,0.54,19.12.2018,HypoVereinsbank/UniCredit,1.0,16.2,HW40CU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW40CU
0.064,0.054,11.02.2019,UBS,0.1,16.5,UV2WUR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV2WUR
0.56,0.54,17.12.2018,CITI,1.0,16.2,CQ18MP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MP
1.3,1.28,16.12.2019,CITI,1.0,16.2,CQ18UM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UM
0.0,0.0,13.03.2019,Deutsche Bank,1.0,16.5,DM8VZQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM8VZQ
0.66,0.64,15.03.2019,DZ Bank AG,1.0,16.5,DD0KY5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KY5
0.12,0.11,16.12.2019,CITI,0.1,16.5,CQ0J05,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J05
0.054,0.044,17.12.2018,UBS,0.1,16.5,UW7JGR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7JGR
0.96,0.94,17.06.2019,CITI,1.0,16.2,CQ18R5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R5
0.04,0.03,15.10.2018,UBS,0.1,16.5,UV0ZBA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0ZBA
0.71,0.69,15.03.2019,Vontobel Financial Products GmbH,1.0,16.5,VL6UT3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL6UT3
1.21,1.19,18.12.2019,HypoVereinsbank/UniCredit,1.0,16.2,HW8YC9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YC9
0.77,0.75,13.03.2019,Société Générale S.A.,1.0,16.1,SC2EZ1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ1
0.9,0.88,19.06.2019,HypoVereinsbank/UniCredit,1.0,16.2,HW73F6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F6
0.95,0.93,19.06.2019,Société Générale S.A.,1.0,16.1,SC300V,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300V
0.73,0.72,13.03.2019,HypoVereinsbank/UniCredit,1.0,16.2,HW9EDY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EDY
0.2,0.18,17.06.2020,HSBC,0.1,15.0,TR0C2J,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2J
0.67,0.63,15.03.2019,BNP Paribas,1.0,16.5,PP3FH7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP3FH7
0.11,0.09,19.06.2019,HSBC,0.112,16.07,TD64RN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD64RN
0.0,0.65,19.12.2018,Commerzbank AG,1.1204,16.07,CD76VU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD76VU
0.068,0.052,19.12.2018,HSBC,0.112,16.07,TD5GGY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD5GGY
0.98,0.96,17.06.2019,CITI,1.0,16.1,CQ18R3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R3
0.0,0.0,21.12.2018,Raiffeisen Centrobank AG,0.112,16.07,RC0HXB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/RC0HXB
0.58,0.56,17.12.2018,CITI,1.0,16.1,CQ18MM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MM
0.13,0.12,16.12.2019,CITI,0.1,16.2,CQ18UL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UL
0.067,0.057,10.12.2018,UBS,0.112,16.07,UT97EF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UT97EF
0.046,0.036,12.11.2018,UBS,0.1,16.5,UV05PC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV05PC
0.088,0.072,13.03.2019,HSBC,0.112,16.07,TD60CN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD60CN
0.14,0.12,18.12.2019,HSBC,0.112,16.07,TD5GH1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD5GH1
0.18,0.16,17.06.2020,HSBC,0.112,16.07,TD7YRF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD7YRF
0.6,0.58,19.12.2018,HypoVereinsbank/UniCredit,1.0,16.0,HU92MA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HU92MA
0.2,0.18,16.12.2020,HSBC,0.112,16.07,TD60CS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD60CS
0.59,0.57,19.12.2018,Société Générale S.A.,1.0,16.1,SC4W09,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W09
0.063,0.053,17.12.2018,UBS,0.1,16.0,UW7FDH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7FDH
1.76,1.74,16.12.2020,HypoVereinsbank/UniCredit,1.0,16.0,HW2RE6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW2RE6
0.048,0.038,12.11.2018,UBS,0.1,16.4,UV06QN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06QN
0.6,0.58,17.12.2018,CITI,1.0,16.0,CY23VF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VF
0.054,0.044,17.12.2018,CITI,0.1,16.4,CQ18MS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MS
0.061,0.056,21.12.2018,Goldman Sachs,0.1,16.0,GD6SP5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SP5
1.16,1.15,18.12.2019,HypoVereinsbank/UniCredit,1.0,16.4,HW8YCA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YCA
0.101,0.096,21.06.2019,Goldman Sachs,0.1,16.0,GD6SP6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SP6
0.58,0.56,21.12.2018,DZ Bank AG,1.0,16.0,DD0KYU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KYU
0.86,0.84,19.06.2019,HypoVereinsbank/UniCredit,1.0,16.4,HW73F7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F7
0.052,0.042,17.12.2018,UBS,0.1,16.6,UW7RLD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7RLD
0.83,0.81,19.06.2019,Société Générale S.A.,1.0,16.6,SC3000,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3000
0.43,0.41,17.12.2018,CITI,1.0,16.9,CQ18N1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18N1
0.11,0.1,16.12.2019,CITI,0.1,17.0,CQ0J09,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J09
0.66,0.64,13.03.2019,Société Générale S.A.,1.0,16.6,SC2EZ4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ4
0.039,0.029,15.10.2018,UBS,0.1,16.6,UV06R6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06R6
0.065,0.045,21.12.2018,BNP Paribas,0.112,16.69,PR10DX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR10DX
0.82,0.8,19.06.2019,HypoVereinsbank/UniCredit,1.0,16.6,HW73F8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F8
1.2,1.18,16.12.2019,CITI,1.0,16.6,CQ18US,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18US
0.091,0.075,13.03.2019,HSBC,0.1,16.0,TD8Q4D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Q4D
0.1,0.09,17.06.2019,CITI,0.1,16.0,CY7ZLS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZLS
0.49,0.47,19.12.2018,Société Générale S.A.,1.0,16.6,SC4W1D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1D
1.16,1.14,16.12.2019,CITI,1.0,16.8,CQ18UX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UX
1.06,1.04,18.09.2019,Société Générale S.A.,1.0,16.6,SC64TD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TD
0.0,0.61,21.12.2018,Vontobel Financial Products GmbH,1.1204,16.07,VN1FQW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VN1FQW
0.12,0.11,16.12.2019,CITI,0.1,16.8,CQ18UW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UW
1.12,1.1,18.12.2019,HypoVereinsbank/UniCredit,1.0,16.6,HW8YCB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YCB
0.048,0.038,17.12.2018,CITI,0.1,16.8,CQ18MZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MZ
1.02,1.0,18.09.2019,Société Générale S.A.,1.0,16.8,SC64TF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TF
0.78,0.76,19.06.2019,HypoVereinsbank/UniCredit,1.0,16.8,HW73F9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73F9
0.51,0.49,17.12.2018,CITI,1.1204,16.78,CX8YF2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX8YF2
0.45,0.43,17.12.2018,CITI,1.0,16.8,CQ18MY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MY
1.07,1.06,18.12.2019,HypoVereinsbank/UniCredit,1.0,16.8,HW8YCC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW8YCC
0.83,0.81,17.06.2019,CITI,1.0,16.75,CY60MD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY60MD
0.083,0.073,17.06.2019,CITI,0.1,16.75,CY60MC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY60MC
0.086,0.076,17.06.2019,CITI,0.1,16.6,CQ18RB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RB
1.17,1.15,16.12.2019,CITI,1.0,16.75,CQ0J06,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J06
0.46,0.44,17.12.2018,CITI,1.0,16.75,CY23VN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VN
0.47,0.45,19.12.2018,Société Générale S.A.,1.0,16.7,SC4W1E,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1E
0.51,0.49,19.12.2018,Société Générale S.A.,1.1204,16.78,SE9MNW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE9MNW
0.81,0.79,19.06.2019,Société Générale S.A.,1.0,16.7,SC3001,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3001
0.048,0.038,17.12.2018,CITI,0.1,16.75,CY23VM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VM
0.64,0.62,13.03.2019,Société Générale S.A.,1.0,16.7,SC2EZ5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ5
0.084,0.074,17.06.2019,CITI,0.1,16.7,CQ18RC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RC
0.47,0.45,17.12.2018,CITI,1.0,16.7,CQ18MW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MW
0.12,0.11,16.12.2019,CITI,0.1,16.75,CQ0J07,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0J07
0.049,0.039,17.12.2018,CITI,0.1,16.7,CQ18MX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MX
0.12,0.11,16.12.2019,CITI,0.1,16.6,CQ18UT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UT
1.18,1.16,16.12.2019,CITI,1.0,16.7,CQ18UU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UU
0.86,0.84,17.06.2019,CITI,1.0,16.6,CQ18RA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RA
0.051,0.041,17.12.2018,CITI,0.1,16.6,CQ18MU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MU
0.12,0.11,16.12.2019,CITI,0.1,16.7,CQ18UV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UV
0.65,0.63,13.03.2019,HypoVereinsbank/UniCredit,1.0,16.6,HW9EE0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EE0
0.56,0.54,19.12.2018,HypoVereinsbank/UniCredit,1.1204,16.51,HU8PJB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HU8PJB
0.066,0.046,21.12.2018,Société Générale S.A.,0.112,16.51,SE4J3S,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE4J3S
0.5,0.48,19.12.2018,Société Générale S.A.,1.0,16.5,SC14G2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC14G2
1.04,1.02,18.09.2019,Société Générale S.A.,1.0,16.7,SC64TE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TE
0.045,0.035,12.11.2018,UBS,0.1,16.6,UV0508,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0508
0.81,0.79,21.06.2019,DZ Bank AG,1.0,16.5,DD0KZJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KZJ
0.18,0.17,14.12.2020,UBS,0.1,16.5,UW8YGR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8YGR
0.84,0.82,17.06.2019,CITI,1.0,16.7,CQ18RD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RD
0.12,0.11,16.12.2019,UBS,0.1,16.5,UW8QCA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8QCA
0.97,0.95,20.09.2019,DZ Bank AG,1.0,16.5,DD1559,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1559
0.052,0.042,17.12.2018,CITI,0.1,16.5,CY23VL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY23VL
0.49,0.47,21.12.2018,DZ Bank AG,1.0,16.5,DD0KYV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KYV
0.0,0.0,13.03.2019,Deutsche Bank,1.0,17.0,DM8VZR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM8VZR
0.48,0.46,17.12.2018,CITI,1.0,16.6,CQ18MV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MV
0.12,0.1,18.12.2019,HSBC,0.112,16.96,TD575Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD575Z
0.068,0.052,13.03.2019,HSBC,0.112,16.96,TD60CM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD60CM
0.48,0.46,19.12.2018,HypoVereinsbank/UniCredit,1.1204,16.96,HU8K0Q,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HU8K0Q
0.53,0.46,19.12.2018,Morgan Stanley & Co. International plc,1.0,16.5,MF2YYV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YYV
0.054,0.043,19.12.2018,HSBC,0.112,16.96,TD575V,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD575V
0.77,0.75,19.06.2019,Société Générale S.A.,1.0,16.9,SC3003,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3003
0.44,0.42,19.12.2018,Société Générale S.A.,1.0,16.9,SC4W1F,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1F
0.46,0.44,21.12.2018,DZ Bank AG,1.0,16.75,DD3X2T,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD3X2T
0.11,0.1,20.12.2019,Commerzbank AG,0.1,17.0,CV6G7C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV6G7C
0.89,0.87,17.06.2019,CITI,1.0,16.5,CY60MB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY60MB
0.48,0.46,17.12.2018,CITI,1.1204,16.96,CX4Q3K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q3K
0.91,0.89,18.09.2019,Société Générale S.A.,1.0,16.9,SC64TG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TG
0.8,0.78,17.06.2019,CITI,1.0,16.9,CQ18RH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RH
1.13,1.11,16.12.2019,CITI,1.0,16.9,CQ18UY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UY
0.046,0.036,17.12.2018,CITI,0.1,16.9,CQ18N0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18N0
0.79,0.77,19.06.2019,Société Générale S.A.,1.0,16.8,SC3002,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3002
0.048,0.038,17.12.2018,UBS,0.1,16.8,UW7VMJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7VMJ
0.62,0.6,13.03.2019,Société Générale S.A.,1.0,16.8,SC2EZ6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ6
0.61,0.59,13.03.2019,Société Générale S.A.,1.0,16.9,SC2EZ7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ7
0.036,0.026,15.10.2018,UBS,0.1,16.8,UV06QU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06QU
0.051,0.041,17.12.2018,CITI,0.112,16.87,CX8YF4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX8YF4
0.042,0.032,12.11.2018,UBS,0.1,16.8,UV061C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV061C
0.61,0.6,13.03.2019,HypoVereinsbank/UniCredit,1.0,16.8,HW9EE1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9EE1
0.77,0.75,15.03.2019,DZ Bank AG,1.0,16.0,DD0KY4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KY4
0.11,0.1,16.12.2019,CITI,0.1,16.9,CQ18UZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UZ
0.62,0.55,19.12.2018,Morgan Stanley & Co. International plc,1.0,16.0,MF2YYJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YYJ
0.13,0.12,16.12.2019,CITI,0.1,16.4,CQ18UR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UR
0.08,0.07,17.06.2019,CITI,0.1,16.9,CQ18RG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RG
0.082,0.072,17.06.2019,CITI,0.1,16.8,CQ18RE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RE
0.055,0.045,17.12.2018,UBS,0.1,16.4,UW7JH3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7JH3
0.12,0.11,20.09.2019,Commerzbank AG,0.1,16.0,CV3V4Y,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV3V4Y
0.82,0.8,17.06.2019,CITI,1.0,16.8,CQ18RF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18RF
0.042,0.032,15.10.2018,UBS,0.1,16.4,UV06LX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06LX
0.2,0.17,16.06.2021,HSBC,0.1,16.0,TR0C2P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2P
1.13,1.11,18.09.2019,Société Générale S.A.,1.0,16.3,SC64TB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64TB
0.7,0.68,13.03.2019,Société Générale S.A.,1.0,16.4,SC2EVJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EVJ
0.53,0.51,19.12.2018,Société Générale S.A.,1.0,16.4,SC4W1C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1C
0.88,0.86,19.06.2019,Société Générale S.A.,1.0,16.4,SC300Y,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300Y
1.28,1.26,16.12.2019,CITI,1.0,16.3,CQ18UP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18UP
0.93,0.91,17.06.2019,CITI,1.0,16.3,CQ18R7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R7
0.072,0.052,21.12.2018,BNP Paribas,0.112,16.33,PR10DU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR10DU
0.056,0.046,17.12.2018,CITI,0.1,16.3,CQ18MR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18MR
0.55,0.53,19.12.2018,Société Générale S.A.,1.0,16.3,SC4W1B,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC4W1B
0.54,0.52,21.12.2018,DZ Bank AG,1.0,16.25,DD3X2S,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD3X2S
0.9,0.88,19.06.2019,Société Générale S.A.,1.0,16.3,SC300X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC300X
0.093,0.083,17.06.2019,CITI,0.1,16.3,CQ18R6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R6
0.091,0.081,17.06.2019,CITI,0.1,16.4,CQ18R8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ18R8
1.1,1.06,20.09.2019,DZ Bank AG,1.0,16.0,DD1558,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1558
0.0,0.46,19.12.2018,Commerzbank AG,1.1204,16.96,CD76VV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD76VV
0.79,0.77,13.03.2019,Société Générale S.A.,1.0,16.0,SC2EZ0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EZ0
